start_time,end_time,communicative_status_explanation,communicative_status,information_level_explanation,information_level,uncertainty_explanation,uncertainty,utterance_type_explanation,utterance_type,discursive_act_explanation,discursive_act,session,level,msg_idx,speaker,utterance
00:02:04.266,00:02:04.566,"The utterance 'Ugh, wow.' is an expression of emotion that is complete and intelligible.",Success,"'Ugh, wow' expresses emotion or surprise.",Affective Evaluation,"An expression of exasperation or reaction, not related to certainty or uncertainty.",None,"'Ugh, wow.' is an exclamation expressing mild frustration or realization.",Exclamation,"'Ugh, wow' expresses surprise or exasperation, an emotional reaction.",Expressive,1,Course1_Level1,65,Blue,Hm.
00:02:06.500,00:02:08.133,"The utterance 'Hm.' is complete as a contemplative sound, indicating thought or consideration.",Success,"'Hm' indicates thinking or hesitation without clear context, making it ambiguous.",Not Enough Information,A neutral expression with no hedging or statements of certainty.,None,'Hm.' is a non-sentential utterance indicating thoughtfulness or contemplation.,Non-Sentential / Listener Response,"'Hm' reflects contemplation or uncertainty, an expressive utterance.",Expressive,1,Course1_Level1,66,Orange,()
00:02:08.300,00:02:09.766,The utterance '()' is incomprehensible and lacks any interpretive meaning.,Uninterpretable,"The utterance is empty, with no content to analyze.",Not Enough Information,"The parenthesis suggests there's content missing, making it ambiguous.",Not Enough Information,"The utterance is empty, represented by (), making it ambiguous and incomplete.",Not Enough Information,"The empty parentheses suggest a pause or silence, often indicating an expressive element.",Expressive,1,Course1_Level1,67,Orange,(Let me) come back next to you.
00:02:11.166,00:02:11.500,"The utterance '(Let me) come back next to you.' is nearly complete with an implied restoration of position. Despite being slightly fragmented, it communicates the intent effectively.",Success,'Let me come back next to you' indicates a planned action to be executed in the game.,Task-Related,A statement of intent without uncertainty or confidence.,None,"'Let me come back next to you' is an instruction or suggestion for the speaker to perform an action, making it imperative.",Imperative,"'Let me come back next to you' implies a request to allow movement or a planned action, fitting as a directive.",Directive,1,Course1_Level1,68,Orange,Fuck.
00:02:11.833,00:02:12.000,"The utterance 'Fuck.' expresses frustration or shock, which is a clear and communicatively successful expression.",Success,"The expression 'Fuck.' is likely an emotional reaction, possibly due to frustration or failure.",Affective Evaluation,An expletive that doesn't convey certainty or uncertainty.,None,'Fuck' is an exclamation expressing emotion and is non-sentential as it conveys a strong reaction without being a full sentence.,"Exclamation, Non-Sentential / Listener Response","The utterance 'Fuck' is an expressive reaction, likely indicating frustration or surprise.",Expressive,1,Course1_Level1,69,Orange,()
00:02:11.966,00:02:12.233,The utterance '()' is incomprehensible and lacks any interpretive meaning.,Uninterpretable,"The utterance is empty, with no content to analyze.",Not Enough Information,"Empty parenthesis suggesting missing content, making it ambiguous.",Not Enough Information,"The utterance is empty, represented by (), making it ambiguous and incomplete.",Not Enough Information,"The empty parentheses suggest a pause or silence, aligning with an expressive element.",Expressive,1,Course1_Level1,70,Blue,Ooh.
00:02:13.066,00:02:15.800,'Ooh' is an expression of reaction or surprise. It's clear and successfully communicates the speaker's feeling.,Success,"The expression 'Ooh.' suggests an emotional reaction, possibly interest or surprise.",Affective Evaluation,A sound of surprise or interest without certainty or uncertainty.,None,"'Ooh' is an exclamation expressing emotion and is non-sentential, as it conveys emotion without being a complete sentence.","Exclamation, Non-Sentential / Listener Response","'Ooh' often indicates an emotional reaction, such as surprise or intrigue.",Expressive,1,Course1_Level1,71,Blue,"Ah, you got like squeezed ... to death."
00:02:15.233,00:02:15.666,"'Ah, you got like squeezed ... to death.' includes self-correction where the speaker hesitates and continues. It communicates the happening but is not a pure successful communication due to disruptions.",Correction,"'Ah, you got like squeezed ... to death.' describes a change in the game state (character's death by being squeezed).",World State,"Hedging with use of 'like,' suggesting uncertainty about the exact nature of the squeezing.",Hedging,"'Ah, you got like squeezed ... to death' makes a claim about an event, thus can be evaluated for truth. It is a proposition.",Proposition,"The statement describes a change in state ('squeezed ... to death'), signaling a status update or task completion.",Confirmation/Status Marker,1,Course1_Level1,72,Orange,Oh.
00:02:15.666,00:02:16.866,'Oh.' is an expression of understanding or reaction. It's straightforward and successful in communication.,Success,"The word 'Oh.' may indicate acknowledgment or receipt of information, contributing to conversational flow.",Communication Management,An expression of realization or surprise that does not convey certainty or uncertainty.,None,"'Oh' is an exclamation expressing emotion or reaction, it is non-sentential as it isn't a complete sentence.","Exclamation, Non-Sentential / Listener Response","The single word 'Oh' is an expressive reaction, indicating surprise or realization.",Expressive,1,Course1_Level1,73,Orange,((laughs))
00:02:16.366,00:02:17.900,"'((laughs))' indicates laughter, an effective and successful non-verbal communication.",Success,"Laughter is an expression of emotion, likely indicating amusement or relief.",Affective Evaluation,"Laughter is an emotional reaction, not conveying certainty or uncertainty.",None,"((laughs)) is performing laughter, a performative action, and is non-sentential by representing a meaningful action without being a complete sentence.","Exclamation, Non-Sentential / Listener Response","Laughter signifies an expressive emotional reaction, independent of strategic dialogue.",Expressive,1,Course1_Level1,74,Blue,Sorry about that.
00:02:17.866,00:02:18.566,The phrase 'Sorry about that.' is a complete thought and successfully communicated.,Success,"""Sorry about that."" is an apology, which is an affective evaluation.",Affective Evaluation,The utterance 'Sorry about that.' is a straightforward apology and does not express certainty or uncertainty.,None,"The utterance 'Sorry about that.' is a performative statement, expressing an apology. This is a P because of the performative nature, rather than an exclamatory one.",Proposition,Apologizing doesn't fit any specific category here.,,1,Course1_Level1,75,Orange,"Ah, it’s okay."
00:02:19.233,00:02:19.833,"The response 'Ah, it’s okay.' is clear and complete, indicating successful communication.",Success,"""Ah, it’s okay."" is a response to an apology, expressing forgiveness or understanding, fitting under affective evaluation.",Affective Evaluation,"'Ah, it’s okay.' is a neutral statement of acceptance. It does not express certainty or uncertainty.",None,"The utterance 'Ah, it's okay.' is a statement that can be evaluated as true or false, making it a P.",Proposition,Acknowledges and accepts Blue's apology.,Commit,1,Course1_Level1,76,Blue,Ugh.
00:02:20.433,00:02:21.266,"The expression 'Ugh.' clearly conveys an expression of frustration, successfully communicated.",Success,"""Ugh."" conveys frustration or disappointment.",Affective Evaluation,"'Ugh.' is an expression of frustration or discontent, containing no elements of certainty or uncertainty.",None,"The utterance 'Ugh.' is an exclamatory expression of emotion, categorized as E.",Exclamation,Expressive of frustration or disappointment.,Expressive,1,Course1_Level1,77,Blue,Let me try.
00:02:21.866,00:02:23.700,"'Let me try.' is a complete and clear directive, thus a successful communication.",Success,"""Let me try."" suggests taking an action within the game, related to task execution.",Task-Related,'Let me try.' is a statement of intent and does not express any certainty or uncertainty.,None,"'Let me try.' is an imperative as it suggests an action initiated by the speaker, hence marked as I.",Imperative,Blue is taking an action indicative of an implicit directive to themselves.,Directive,1,Course1_Level1,78,Blue,"How does it work, how does it work?"
